"Year","Month","Month_MM","Day","Site","Transect","Recorded_name","Count","Lifestage","Wet_Weight","Notes","Genus","Species","Family","Order","Class","Phylum","Kingdom"
2017,10,"October",30,"Carpinteria City","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2017,10,"October",30,"Carpinteria City","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2017,10,"October",30,"Santa Claus Lane","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2017,10,"October",30,"Santa Claus Lane","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2017,10,"October",30,"Santa Claus Lane","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2017,11,"November",14,"Arroyo Burro","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2017,11,"November",14,"Arroyo Burro","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2017,11,"November",14,"Arroyo Burro","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,10,"October",12,"Santa Claus Lane","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,10,"October",12,"Santa Claus Lane","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,10,"October",12,"Santa Claus Lane","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,10,"October",25,"Isla Vista","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,10,"October",25,"Isla Vista","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,10,"October",25,"Isla Vista","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",1,"Arroyo Burro","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",1,"Arroyo Burro","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",1,"Arroyo Burro","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",5,"Arroyo Quemado","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",5,"Arroyo Quemado","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",5,"Arroyo Quemado","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",6,"East Campus","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",6,"East Campus","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",6,"East Campus","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",7,"Carpinteria City","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",7,"Carpinteria City","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2018,11,"November",7,"Carpinteria City","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,10,"October",20,"Arroyo Burro","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,10,"October",20,"Arroyo Burro","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,10,"October",20,"Arroyo Burro","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",21,"Arroyo Quemado","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",21,"Arroyo Quemado","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",21,"Arroyo Quemado","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",22,"Carpinteria City","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",22,"Carpinteria City","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",22,"Carpinteria City","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",22,"Santa Claus Lane","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",22,"Santa Claus Lane","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2019,11,"November",22,"Santa Claus Lane","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Arroyo Burro","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Arroyo Burro","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Arroyo Burro","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Carpinteria City","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Carpinteria City","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Carpinteria City","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Santa Claus Lane","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Santa Claus Lane","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,10,"October",26,"Santa Claus Lane","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,11,"November",1,"Arroyo Quemado","A","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,11,"November",1,"Arroyo Quemado","B","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2020,11,"November",1,"Arroyo Quemado","C","Bee spp.",0,-99999,0,-99999,-99999,-99999,-99999,"Hymenoptera","Insecta","Euarthropoda","Animalia"
2011,8,"August ",15,"Carpinteria City","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Carpinteria City","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Carpinteria City","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Santa Claus Lane","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Santa Claus Lane","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",15,"Santa Claus Lane","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Arroyo Burro","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Arroyo Burro","B","Bledius fenyesi",49,-99999,0.002,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Arroyo Burro","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"East Campus","C","Bledius fenyesi",2,-99999,0.0023,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Isla Vista","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Isla Vista","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",16,"Isla Vista","C","Bledius fenyesi",1,-99999,0.0017,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",17,"Arroyo Quemado","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",17,"Arroyo Quemado","B","Bledius fenyesi",1,-99999,0.0036,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2011,8,"August ",17,"Arroyo Quemado","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",15,"Arroyo Quemado","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",15,"Arroyo Quemado","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",15,"Arroyo Quemado","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"East Campus","A","Bledius fenyesi",24,-99999,0.046,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"East Campus","B","Bledius fenyesi",5,-99999,0.0082,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"East Campus","C","Bledius fenyesi",22,-99999,0.0342,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"East Campus","C","Bledius fenyesi",1,"larvae",0.0013,"larvae","Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"Isla Vista","A","Bledius fenyesi",1,-99999,6e-04,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"Isla Vista","B","Bledius fenyesi",3,-99999,0.0048,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",16,"Isla Vista","C","Bledius fenyesi",2,-99999,0.0032,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","B","Bledius fenyesi",13,-99999,0.0239,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Arroyo Burro","C","Bledius fenyesi",3,-99999,0.0046,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Santa Claus Lane","A","Bledius fenyesi",2,-99999,0.0046,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Santa Claus Lane","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,9,"September",17,"Santa Claus Lane","C","Bledius fenyesi",1,-99999,0.0012,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,10,"October",2,"Carpinteria City","A","Bledius fenyesi",2,-99999,0.0038,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,10,"October",2,"Carpinteria City","B","Bledius fenyesi",1,-99999,6e-04,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2012,10,"October",2,"Carpinteria City","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",20,"Isla Vista","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",20,"Isla Vista","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",20,"Isla Vista","C","Bledius fenyesi",1,-99999,0.001,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",21,"Arroyo Quemado","A","Bledius fenyesi",3,-99999,0.0045,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",21,"Arroyo Quemado","B","Bledius fenyesi",3,-99999,0.0046,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",21,"Arroyo Quemado","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","A","Bledius fenyesi",32,-99999,0.0584,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","A","Bledius fenyesi",2,"partial",0.0018,"partial","Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","A","Bledius fenyesi",13,"larvae",0.0089,"larvae","Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","B","Bledius fenyesi",11,-99999,0.0173,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","B","Bledius fenyesi",2,"larvae",0.0016,"larvae","Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","C","Bledius fenyesi",21,-99999,0.0374,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,9,"September",23,"East Campus","C","Bledius fenyesi",15,"larvae",0.0286,"larvae","Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Arroyo Burro","A","Bledius fenyesi",1,-99999,0.0015,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Arroyo Burro","B","Bledius fenyesi",6,-99999,0.0109,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Arroyo Burro","C","Bledius fenyesi",18,-99999,0.0281,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Carpinteria City","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Carpinteria City","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Carpinteria City","C","Bledius fenyesi",6,-99999,0.0095,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Santa Claus Lane","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Santa Claus Lane","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2013,10,"October",3,"Santa Claus Lane","C","Bledius fenyesi",3,-99999,0.0044,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"East Campus","A","Bledius fenyesi",3,-99999,0.0044,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"East Campus","B","Bledius fenyesi",1,-99999,0.0013,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"East Campus","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"Isla Vista","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"Isla Vista","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",17,"Isla Vista","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Arroyo Burro","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Arroyo Burro","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Arroyo Burro","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Carpinteria City","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Carpinteria City","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Carpinteria City","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Santa Claus Lane","A","Bledius fenyesi",2,-99999,0.0043,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Santa Claus Lane","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,10,"October",20,"Santa Claus Lane","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,11,"November",9,"Arroyo Quemado","A","Bledius fenyesi",1,-99999,0.0017,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,11,"November",9,"Arroyo Quemado","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2014,11,"November",9,"Arroyo Quemado","C","Bledius fenyesi",1,-99999,0.0017,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"August",19,"Santa Claus Lane","A","Bledius fenyesi",3,-99999,0.0063,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"August",19,"Santa Claus Lane","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"August",19,"Santa Claus Lane","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"August",21,"Arroyo Quemado","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"August",21,"Arroyo Quemado","B","Bledius fenyesi",1,-99999,0.0025,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"August",21,"Arroyo Quemado","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"September",19,"Carpinteria City","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"September",19,"Carpinteria City","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,8,"September",19,"Carpinteria City","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","A","Bledius fenyesi",77,-99999,0.1392,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","A","Bledius fenyesi",24,"larvae",0.0142,"larvae","Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","B","Bledius fenyesi",61,-99999,0.12,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","B","Bledius fenyesi",1,"larvae",0.001,"larva","Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"East Campus","C","Bledius fenyesi",12,-99999,0.0214,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"Isla Vista","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"Isla Vista","B","Bledius fenyesi",2,-99999,0.0039,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,9,"September",25,"Isla Vista","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,11,"November",5,"Arroyo Burro","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,11,"November",5,"Arroyo Burro","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2015,11,"November",5,"Arroyo Burro","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,8,"August",25,"Isla Vista","A","Bledius fenyesi",11,-99999,0.0173,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,8,"August",25,"Isla Vista","B","Bledius fenyesi",5,-99999,0.009,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,8,"August",25,"Isla Vista","C","Bledius fenyesi",3,-99999,0.0055,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",6,"East Campus","A","Bledius fenyesi",15,-99999,0.0263,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",6,"East Campus","B","Bledius fenyesi",16,-99999,0.0259,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",6,"East Campus","C","Bledius fenyesi",21,-99999,0.0415,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",10,"Arroyo Burro","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",10,"Arroyo Burro","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",10,"Arroyo Burro","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Carpinteria City","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Carpinteria City","B","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Carpinteria City","C","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
2016,10,"October",11,"Santa Claus Lane","A","Bledius fenyesi",0,-99999,0,-99999,"Bledius","fenyesi","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia"
