Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196770,LGCAL,Calanus marshallae,C6 AF,18,0.125,107.7,1.337047354,2922.3,4.8,1755.81,2.35E+00,1.08E+01,1.00E+00,4.70E+01,2.16E+02,2.00E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196770,LGCAL,Calanus marshallae,C6 AM,1,0.125,107.7,0.074280409,2774.5,0,1481.33,1.10E-01,5.27E-01,4.87E-02,2.20E+00,1.05E+01,9.74E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196771,WMCAL,Calanus pacificus,C5,1,0.125,107.7,0.074280409,1910.2,0,471.33,3.50E-02,2.19E-01,1.96E-02,7.00E-01,4.38E+00,3.91E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196771,WMCAL,Calanus pacificus,C6 AF,1,0.125,107.7,0.074280409,1994.5,0,542.03,4.03E-02,2.44E-01,2.19E-02,8.05E-01,4.88E+00,4.38E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196771,WMCAL,Calanus pacificus,C6 AM,7,0.125,107.7,0.51996286,1936.6,1.2,492.95,2.56E-01,1.59E+00,1.42E-01,5.13E+00,3.17E+01,2.84E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,104470,LGCAL,Neocalanus cristatus,C3,3,0.125,107.7,0.222841226,2594.9,1.3,1031.39,2.30E-01,1.20E+00,1.10E-01,4.60E+00,2.39E+01,2.19E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,104470,LGCAL,Neocalanus cristatus,C4,8,0.125,107.7,0.594243268,4061.2,3.1,3813.78,2.27E+00,8.69E+00,8.27E-01,4.53E+01,1.74E+02,1.65E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,104470,LGCAL,Neocalanus cristatus,C5,4,0.5,107.7,0.074280409,5975.1,2.4,11740.29,8.72E-01,2.57E+00,2.53E-01,1.74E+01,5.14E+01,5.06E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,104468,SMCAL,Mesocalanus tenuicornis,C5,1,0.125,107.7,0.074280409,1334.8,0,131.1,9.74E-03,8.22E-02,7.07E-03,1.95E-01,1.64E+00,1.41E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,104468,SMCAL,Mesocalanus tenuicornis,C6 AF,1,0.125,107.7,0.074280409,1579.4,0,285,2.12E-02,1.49E-01,1.31E-02,4.23E-01,2.98E+00,2.62E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,104468,SMCAL,Mesocalanus tenuicornis,C6 AM,1,0.125,107.7,0.074280409,1509.9,0,231.55,1.72E-02,1.27E-01,1.11E-02,3.44E-01,2.54E+00,2.22E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196774,SMCAL,Centropages abdominalis,C6 AF,1,0.125,107.7,0.074280409,1144.6,0,166.65,1.24E-02,9.88E-02,8.56E-03,2.48E-01,1.98E+00,1.71E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196775,LGCAL,Eucalanus bungii,C3,5,0.125,107.7,0.371402043,2745.9,4.2,490.26,1.82E-01,1.13E+00,1.01E-01,3.64E+00,2.26E+01,2.02E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196775,LGCAL,Eucalanus bungii,C4,34,0.125,107.7,2.52553389,3410.8,4.7,965.31,2.44E+00,1.29E+01,1.18E+00,4.88E+01,2.58E+02,2.35E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196775,LGCAL,Eucalanus bungii,C5,14,0.125,107.7,1.03992572,4488.5,5.8,2277.59,2.37E+00,1.02E+01,9.58E-01,4.74E+01,2.04E+02,1.92E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196779,LGCAL,Paraeuchaeta elongata,C4,2,0.5,107.7,0.037140204,2756.6,2.6,1604.55,5.96E-02,2.80E-01,2.59E-02,1.19E+00,5.60E+00,5.19E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196783,MDCAL,Metridia okhotensis,C5,20,0.125,107.7,1.485608171,1848.6,5.4,658.93,9.79E-01,5.65E+00,5.10E-01,1.96E+01,1.13E+02,1.02E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196784,MDCAL,Metridia pacifica,C5,48,0.0625,107.7,7.13091922,1416.4,7.6,261.39,1.86E+00,1.33E+01,1.17E+00,3.73E+01,2.67E+02,2.34E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196784,MDCAL,Metridia pacifica,C6 AF,30,0.0625,107.7,4.456824513,1844.6,5.1,583.29,2.60E+00,1.54E+01,1.39E+00,5.20E+01,3.09E+02,2.78E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,196784,MDCAL,Metridia pacifica,C6 AM,4,0.0625,107.7,0.594243268,1248.2,3,174.44,1.04E-01,8.18E-01,7.09E-02,2.07E+00,1.64E+01,1.42E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,104228,SMCAL,Scaphocalanus,C6 AF,1,0.125,107.7,0.074280409,1883.8,0,1102.22,8.19E-02,4.20E-01,3.85E-02,1.64E+00,8.40E+00,7.70E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,105440,CHAET,Parasagitta elegans, ,67,1,107.7,0.622098422,17806.5,28.7,11613.94,7.23E+00,7.59E+00,1.15E+00,1.45E+02,1.52E+02,2.30E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,266259,CHAET,Pseudosagitta scrippsae, ,2,1,107.7,0.018570102,11360.8,7,1501.96,2.79E-02,4.99E-02,7.07E-03,5.58E-01,9.97E-01,1.41E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,139178,PTER,Clione limacina, ,13,1,107.7,0.120705664,2933.9,34.5,3471.04,4.19E-01,1.75E+00,9.67E-02,8.38E+00,3.51E+01,1.93E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,140223,PTER,Limacina helicina, ,61,0.125,107.7,4.531104921,898.4,19.5,206.08,9.34E-01,7.66E+00,3.88E-01,1.87E+01,1.53E+02,7.75E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,140223,PTER,Limacina helicina, ,10,0.5,107.7,0.185701021,2043.9,35.6,2681.87,4.98E-01,2.11E+00,1.16E-01,9.96E+00,4.23E+01,2.33E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,103367,LARV,Oikopleura, ,9,0.5,107.7,0.167130919,1157.8,44.7,382.76,6.40E-02,6.98E-01,6.19E-02,1.28E+00,1.40E+01,1.24E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,103253,AMPH,Hyperia medusarum, ,1,1,107.7,0.009285051,3244.3,0,1140.75,1.06E-02,9.09E-02,5.53E-03,2.12E-01,1.82E+00,1.11E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,254453,AMPH,Themisto pacifica, ,14,0.25,107.7,0.51996286,3405,36.1,1981.7,1.03E+00,7.30E+00,4.54E-01,2.06E+01,1.46E+02,9.09E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,254453,AMPH,Themisto pacifica, ,13,1,107.7,0.120705664,5665.8,9.6,6581.81,7.94E-01,4.50E+00,2.88E-01,1.59E+01,9.00E+01,5.77E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,106777,MERO,Hippolytidae,Zoea,10,0.5,107.7,0.185701021,4607.2,20.6,1468.16,2.73E-01,2.68E+00,1.33E-01,5.45E+00,5.37E+01,2.66E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,106782,MERO,Crangonidae,Zoea,1,1,107.7,0.009285051,2853,0,4995.89,4.64E-02,3.49E-01,1.79E-02,9.28E-01,6.99E+00,3.58E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,1128,EUPH,Euphausiacea,Calyptopis,8,0.5,107.7,0.148560817,2353.5,4.4,142.49,2.12E-02,3.91E-01,1.69E-02,4.23E-01,7.83E+00,3.37E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,1128,EUPH,Euphausiacea,Furcilia,48,0.5,107.7,0.891364903,4396.7,21.4,609.62,5.43E-01,7.02E+00,3.17E-01,1.09E+01,1.40E+02,6.34E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,237851,EUPH,Euphausia pacifica,Juvenile,30,0.5,107.7,0.557103064,5170.5,37,2855.3,1.59E+00,1.24E+01,5.91E-01,3.18E+01,2.47E+02,1.18E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,237874,EUPH,Thysanoessa spinifera,Juvenile,31,0.5,107.7,0.575673166,8500.3,12.3,10793.69,6.21E+00,4.13E+01,2.03E+00,1.24E+02,8.25E+02,4.06E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,237874,EUPH,Thysanoessa spinifera,Juvenile,7,1,107.7,0.064995357,18422.4,6.7,117074.63,7.61E+00,2.92E+01,1.54E+00,1.52E+02,5.83E+02,3.08E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,237874,EUPH,Thysanoessa spinifera,AM,3,1,107.7,0.027855153,17503.4,3.5,98738.72,2.75E+00,1.10E+01,5.77E-01,5.50E+01,2.20E+02,1.15E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,1082,MERO,Cirripedia,Nauplius,4,0.5,107.7,0.074280409,741.1,4.6,27.86,2.07E-03,2.51E-02,2.06E-03,4.14E-02,5.01E-01,4.11E-02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,135366,SIPH,Muggiaea,Eudoxid gonophore,1,0.5,107.7,0.018570102,3485.3,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,1371,SIPH,Siphonophorae,Nectophore,42,0.5,107.7,0.77994429,2991.3,25.2,1528.31,1.19E+00,1.06E+00,8.74E-02,2.38E+01,2.13E+01,1.75E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,1371,SIPH,Siphonophorae,Bract,11,0.5,107.7,0.204271123,2899.7,28.8,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,10194,FISH,Actinopterygii,Juvenile,3,1,107.7,0.027855153,15040.3,17.2,13970.64,3.89E-01,9.53E-01,3.87E-01,7.78E+00,1.91E+01,7.75E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,106748,MERO,Atelecyclidae,Megalopa,1,1,107.7,0.009285051,2339.5,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,117849,CNID,Aglantha digitale, ,10,1,107.7,0.092850511,5975.2,50.3,4940.25,4.59E-01,2.94E-01,2.52E-02,9.17E+00,5.87E+00,5.04E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,13552,CNID,Leptothecata, ,4,1,107.7,0.037140204,15277.1,30.2,54747.22,2.03E+00,7.88E-01,7.21E-02,4.07E+01,1.58E+01,1.44E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,103413,LARV,Oikopleura labradoriensis,Tail,23,0.5,107.7,0.427112349,1235,27.6,374.02,1.60E-01,1.86E+00,1.64E-01,3.19E+00,3.72E+01,3.28E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,135335,SIPH,Physonectae,Pneumatophore,10,1,107.7,0.092850511,1506.8,42.5,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,1371,SIPH,Siphonophorae,0,29,0.125,107.7,2.154131848,2543.2,53.9,475.72,1.02E+00,1.17E+00,9.30E-02,2.05E+01,2.34E+01,1.86E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,237851,EUPH,Euphausia pacifica,Juvenile,4,1,107.7,0.037140204,16004.5,4,55686.3,2.07E+00,9.46E+00,4.88E-01,4.14E+01,1.89E+02,9.76E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,237851,EUPH,Euphausia pacifica,AF,1,1,107.7,0.009285051,15932.5,0,54713.62,5.08E-01,2.34E+00,1.20E-01,1.02E+01,4.67E+01,2.41E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,3,60,40,238010,CTENO,Thalassocalyce, ,2,1,107.7,0.018570102,3670.5,36.3,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,104257,SMCAL,Acartia longiremis,C6 AF,3,0.03125,104.6,0.917782027,918.1,3.7,53.98,4.95E-02,5.45E-01,4.57E-02,9.91E-01,1.09E+01,9.14E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196770,LGCAL,Calanus marshallae,C4,5,0.03125,104.6,1.529636711,1772.9,5.2,366.11,5.60E-01,3.93E+00,3.49E-01,1.12E+01,7.86E+01,6.98E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196770,LGCAL,Calanus marshallae,C5,31,0.03125,104.6,9.48374761,2667.3,5.5,1321.98,1.25E+01,6.51E+01,6.01E+00,2.51E+02,1.30E+03,1.20E+02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196770,LGCAL,Calanus marshallae,C6 AF,5,0.03125,104.6,1.529636711,2943.3,2.9,1786.7,2.73E+00,1.33E+01,1.23E+00,5.47E+01,2.65E+02,2.47E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196770,LGCAL,Calanus marshallae,C6 AM,1,0.25,104.6,0.038240918,2912.8,0,1725.53,6.60E-02,3.23E-01,3.00E-02,1.32E+00,6.46E+00,6.00E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196771,WMCAL,Calanus pacificus,C4,1,0.03125,104.6,0.305927342,1384.8,0,166.39,5.09E-02,4.31E-01,3.73E-02,1.02E+00,8.61E+00,7.46E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196771,WMCAL,Calanus pacificus,C5,4,0.03125,104.6,1.223709369,1798.4,2.8,388.54,4.75E-01,3.30E+00,2.93E-01,9.51E+00,6.59E+01,5.86E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196771,WMCAL,Calanus pacificus,C6 AF,1,0.03125,104.6,0.305927342,2043.1,0,585.96,1.79E-01,1.13E+00,1.02E-01,3.59E+00,2.26E+01,2.03E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196771,WMCAL,Calanus pacificus,C6 AM,15,0.03125,104.6,4.588910134,1964.4,3.7,518.46,2.38E+00,1.54E+01,1.38E+00,4.76E+01,3.08E+02,2.76E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,104470,LGCAL,Neocalanus cristatus,C4,1,0.5,104.6,0.019120459,4433.3,0,4912.48,9.39E-02,3.60E-01,3.45E-02,1.88E+00,7.20E+00,6.90E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,104470,LGCAL,Neocalanus cristatus,C5,8,0.5,104.6,0.152963671,6104.6,3.5,12518.74,1.91E+00,5.89E+00,5.81E-01,3.83E+01,1.18E+02,1.16E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,104468,SMCAL,Mesocalanus tenuicornis,C6 AF,2,0.0625,104.6,0.305927342,1607.7,0.3,309.32,9.46E-02,6.92E-01,6.11E-02,1.89E+00,1.38E+01,1.22E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,104468,SMCAL,Mesocalanus tenuicornis,C6 AM,1,0.0625,104.6,0.152963671,1399.5,0,163.14,2.50E-02,2.12E-01,1.84E-02,4.99E-01,4.24E+00,3.67E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196774,SMCAL,Centropages abdominalis,C6 AF,2,0.03125,104.6,0.611854685,1266.1,1.4,228.6,1.40E-01,1.10E+00,9.61E-02,2.80E+00,2.20E+01,1.92E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196775,LGCAL,Eucalanus bungii,C3,1,0.125,104.6,0.076481836,2801.3,0,519.41,3.97E-02,2.57E-01,2.31E-02,7.95E-01,5.15E+00,4.62E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196775,LGCAL,Eucalanus bungii,C4,13,0.125,104.6,0.994263862,3460.7,4.9,1010.33,1.00E+00,5.56E+00,5.09E-01,2.01E+01,1.11E+02,1.02E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196775,LGCAL,Eucalanus bungii,C5,7,0.125,104.6,0.535372849,4426.2,3.3,2164.73,1.16E+00,5.37E+00,5.03E-01,2.32E+01,1.07E+02,1.01E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196775,LGCAL,Eucalanus bungii,C6 AM,1,0.5,104.6,0.019120459,4382.3,0,2092.02,4.00E-02,1.87E-01,1.75E-02,8.00E-01,3.74E+00,3.50E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196783,MDCAL,Metridia okhotensis,C5,1,0.03125,104.6,0.305927342,1949.2,0,770.41,2.36E-01,1.39E+00,1.26E-01,4.71E+00,2.79E+01,2.53E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196784,MDCAL,Metridia pacifica,C5,65,0.03125,104.6,19.88527725,1399.7,8.2,252.79,5.03E+00,3.83E+01,3.37E+00,1.01E+02,7.67E+02,6.74E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196784,MDCAL,Metridia pacifica,C6 AF,73,0.03125,104.6,22.33269598,1825.2,6.3,567.44,1.27E+01,8.02E+01,7.21E+00,2.53E+02,1.60E+03,1.44E+02
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,196784,MDCAL,Metridia pacifica,C6 AM,2,0.03125,104.6,0.611854685,1224.3,1.8,164.1,1.00E-01,8.52E-01,7.38E-02,2.01E+00,1.70E+01,1.48E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,157737,NONCAL,Oithona spinirostris,C6 AF,2,0.03125,104.6,0.611854685,720.8,3.3,52.63,3.22E-02,3.56E-01,2.98E-02,6.44E-01,7.13E+00,5.97E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,254330,MDCAL,Epilabidocera amphitrites,C6 AF,6,0.5,104.6,0.114722753,2675.8,5.3,1362.29,1.56E-01,8.06E-01,7.44E-02,3.13E+00,1.61E+01,1.49E+00
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,254330,MDCAL,Epilabidocera amphitrites,C6 AM,5,0.5,104.6,0.095602294,2418.2,1.8,935.06,8.94E-02,5.05E-01,4.61E-02,1.79E+00,1.01E+01,9.22E-01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,105440,CHAET,Parasagitta elegans, ,77,0.5,104.6,1.472275335,17620.7,24,10516.79,1.55E+01,1.79E+01,2.71E+00,3.10E+02,3.58E+02,5.41E+01
SKQ202012,Multinet,0.5,Oblique,500,2020-09-02T02:05:45-0800,2020-09-02T02:48:34-0800,-149.1880,59.5548,230,GAK03,4,40,20,139178,PTER,Clione limacina, ,7,0.5,104.6,0.133843212,2390,34,2180.81,2.92E-01,1.45E+00,7.88E-02,5.84E+00,2.89E+01,1.58E+00
