Site,Species_Code,Species,Date,Year,Month,Day,Flagged_Count,Percent_Flagged_Count,Num_Count,Min_Count,Max_Count,Total_Count,Median_Count
3,G5,Schistocerca obscura,8/18/04,2004,8,18,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/18/04,2004,8,18,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/16/05,2005,8,16,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/16/05,2005,8,16,0,0,8,0,6,12,0
3,G2,Paroxya clavuliger,8/16/05,2005,8,16,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/16/05,2005,8,16,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/16/05,2005,8,16,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/16/05,2005,8,16,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/16/05,2005,8,16,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/2/06,2006,8,2,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/2/06,2006,8,2,0,0,8,0,5,17,2
3,G2,Paroxya clavuliger,8/2/06,2006,8,2,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/2/06,2006,8,2,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/2/06,2006,8,2,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/2/06,2006,8,2,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/2/06,2006,8,2,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/1/07,2007,8,1,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/1/07,2007,8,1,0,0,8,0,2,5,1
3,G2,Paroxya clavuliger,8/1/07,2007,8,1,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/1/07,2007,8,1,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/1/07,2007,8,1,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/1/07,2007,8,1,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/1/07,2007,8,1,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/14/08,2008,8,14,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/14/08,2008,8,14,0,0,8,0,5,7,0
3,G2,Paroxya clavuliger,8/14/08,2008,8,14,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/14/08,2008,8,14,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/14/08,2008,8,14,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/14/08,2008,8,14,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/14/08,2008,8,14,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/12/09,2009,8,12,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/12/09,2009,8,12,0,0,8,0,1,1,0
3,G2,Paroxya clavuliger,8/12/09,2009,8,12,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/12/09,2009,8,12,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/12/09,2009,8,12,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/12/09,2009,8,12,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/12/09,2009,8,12,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/27/10,2010,8,27,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/27/10,2010,8,27,0,0,8,0,5,16,2
3,G2,Paroxya clavuliger,8/27/10,2010,8,27,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/27/10,2010,8,27,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/27/10,2010,8,27,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/27/10,2010,8,27,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/27/10,2010,8,27,0,0,8,0,0,0,0
3,G0,Other grasshoppers,7/26/11,2011,7,26,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,7/26/11,2011,7,26,0,0,8,0,4,12,1
3,G2,Paroxya clavuliger,7/26/11,2011,7,26,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,7/26/11,2011,7,26,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,7/26/11,2011,7,26,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,7/26/11,2011,7,26,0,0,8,0,0,0,0
3,G6,Romalea guttatus,7/26/11,2011,7,26,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/14/12,2012,8,14,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/14/12,2012,8,14,0,0,8,0,0,0,0
3,G2,Paroxya clavuliger,8/14/12,2012,8,14,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/14/12,2012,8,14,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/14/12,2012,8,14,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/14/12,2012,8,14,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/14/12,2012,8,14,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/2/13,2013,8,2,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/2/13,2013,8,2,0,0,8,0,0,0,0
3,G2,Paroxya clavuliger,8/2/13,2013,8,2,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/2/13,2013,8,2,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/2/13,2013,8,2,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/2/13,2013,8,2,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/2/13,2013,8,2,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/5/14,2014,8,5,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/5/14,2014,8,5,0,0,8,0,1,1,0
3,G2,Paroxya clavuliger,8/5/14,2014,8,5,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/5/14,2014,8,5,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/5/14,2014,8,5,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/5/14,2014,8,5,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/5/14,2014,8,5,0,0,8,0,0,0,0
3,G0,Other grasshoppers,7/27/15,2015,7,27,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,7/27/15,2015,7,27,0,0,8,0,3,5,0
3,G2,Paroxya clavuliger,7/27/15,2015,7,27,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,7/27/15,2015,7,27,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,7/27/15,2015,7,27,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,7/27/15,2015,7,27,0,0,8,0,0,0,0
3,G6,Romalea guttatus,7/27/15,2015,7,27,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/12/16,2016,8,12,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/12/16,2016,8,12,0,0,8,0,2,3,0
3,G2,Paroxya clavuliger,8/12/16,2016,8,12,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/12/16,2016,8,12,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/12/16,2016,8,12,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/12/16,2016,8,12,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/12/16,2016,8,12,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/1/17,2017,8,1,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/1/17,2017,8,1,0,0,8,0,1,1,0
3,G2,Paroxya clavuliger,8/1/17,2017,8,1,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/1/17,2017,8,1,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/1/17,2017,8,1,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/1/17,2017,8,1,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/1/17,2017,8,1,0,0,8,0,0,0,0
3,G0,Other grasshoppers,7/30/18,2018,7,30,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,7/30/18,2018,7,30,0,0,8,0,4,12,2
3,G2,Paroxya clavuliger,7/30/18,2018,7,30,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,7/30/18,2018,7,30,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,7/30/18,2018,7,30,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,7/30/18,2018,7,30,0,0,8,0,0,0,0
3,G6,Romalea guttatus,7/30/18,2018,7,30,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/8/19,2019,8,8,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/8/19,2019,8,8,0,0,8,0,2,6,1
3,G2,Paroxya clavuliger,8/8/19,2019,8,8,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/8/19,2019,8,8,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/8/19,2019,8,8,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/8/19,2019,8,8,0,0,8,0,0,0,0
3,G6,Romalea guttatus,8/8/19,2019,8,8,0,0,8,0,0,0,0
3,G0,Other grasshoppers,7/29/20,2020,7,29,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,7/29/20,2020,7,29,0,0,8,0,5,10,0
3,G2,Paroxya clavuliger,7/29/20,2020,7,29,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,7/29/20,2020,7,29,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,7/29/20,2020,7,29,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,7/29/20,2020,7,29,0,0,8,0,0,0,0
3,G0,Other grasshoppers,8/3/21,2021,8,3,0,0,8,0,0,0,0
3,G1,Orchelimum spp.,8/3/21,2021,8,3,0,0,8,0,3,10,2
3,G2,Paroxya clavuliger,8/3/21,2021,8,3,0,0,8,0,0,0,0
3,G3,Orphulella pelidna,8/3/21,2021,8,3,0,0,8,0,0,0,0
3,G4,Mermiria intertexta,8/3/21,2021,8,3,0,0,8,0,0,0,0
3,G5,Schistocerca obscura,8/3/21,2021,8,3,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/26/00,2000,8,26,0,0,10,0,0,0,0
4,G1,Orchelimum spp.,8/26/00,2000,8,26,0,0,10,0,1,3,0
4,G2,Paroxya clavuliger,8/26/00,2000,8,26,0,0,10,0,0,0,0
4,G3,Orphulella pelidna,8/26/00,2000,8,26,0,0,10,0,0,0,0
4,G4,Mermiria intertexta,8/26/00,2000,8,26,0,0,10,0,0,0,0
4,G5,Schistocerca obscura,8/26/00,2000,8,26,0,0,10,0,0,0,0
4,G6,Romalea guttatus,8/26/00,2000,8,26,0,0,10,0,0,0,0
4,G0,Other grasshoppers,8/21/01,2001,8,21,0,0,10,0,0,0,0
4,G1,Orchelimum spp.,8/21/01,2001,8,21,0,0,10,0,2,2,0
4,G2,Paroxya clavuliger,8/21/01,2001,8,21,0,0,10,0,0,0,0
4,G3,Orphulella pelidna,8/21/01,2001,8,21,0,0,10,0,0,0,0
4,G4,Mermiria intertexta,8/21/01,2001,8,21,0,0,10,0,0,0,0
4,G5,Schistocerca obscura,8/21/01,2001,8,21,0,0,10,0,0,0,0
4,G6,Romalea guttatus,8/21/01,2001,8,21,0,0,10,0,0,0,0
4,G0,Other grasshoppers,8/8/02,2002,8,8,0,0,10,0,0,0,0
4,G1,Orchelimum spp.,8/8/02,2002,8,8,0,0,10,0,0,0,0
4,G2,Paroxya clavuliger,8/8/02,2002,8,8,0,0,10,0,0,0,0
4,G3,Orphulella pelidna,8/8/02,2002,8,8,0,0,10,0,0,0,0
4,G4,Mermiria intertexta,8/8/02,2002,8,8,0,0,10,0,0,0,0
4,G5,Schistocerca obscura,8/8/02,2002,8,8,0,0,10,0,0,0,0
4,G6,Romalea guttatus,8/8/02,2002,8,8,0,0,10,0,0,0,0
4,G0,Other grasshoppers,8/15/03,2003,8,15,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/15/03,2003,8,15,0,0,8,0,3,8,1
4,G2,Paroxya clavuliger,8/15/03,2003,8,15,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/15/03,2003,8,15,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/15/03,2003,8,15,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/15/03,2003,8,15,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/15/03,2003,8,15,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/17/04,2004,8,17,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/17/04,2004,8,17,0,0,8,0,5,15,1
4,G2,Paroxya clavuliger,8/17/04,2004,8,17,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/17/04,2004,8,17,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/17/04,2004,8,17,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/17/04,2004,8,17,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/17/04,2004,8,17,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/15/05,2005,8,15,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/15/05,2005,8,15,0,0,8,0,2,5,1
4,G2,Paroxya clavuliger,8/15/05,2005,8,15,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/15/05,2005,8,15,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/15/05,2005,8,15,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/15/05,2005,8,15,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/15/05,2005,8,15,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/3/06,2006,8,3,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/3/06,2006,8,3,0,0,8,0,3,5,0
4,G2,Paroxya clavuliger,8/3/06,2006,8,3,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/3/06,2006,8,3,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/3/06,2006,8,3,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/3/06,2006,8,3,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/3/06,2006,8,3,0,0,8,0,0,0,0
4,G0,Other grasshoppers,7/30/07,2007,7,30,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,7/30/07,2007,7,30,0,0,8,1,8,35,5
4,G2,Paroxya clavuliger,7/30/07,2007,7,30,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,7/30/07,2007,7,30,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,7/30/07,2007,7,30,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,7/30/07,2007,7,30,0,0,8,0,0,0,0
4,G6,Romalea guttatus,7/30/07,2007,7,30,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/12/08,2008,8,12,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/12/08,2008,8,12,0,0,8,0,3,4,0
4,G2,Paroxya clavuliger,8/12/08,2008,8,12,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/12/08,2008,8,12,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/12/08,2008,8,12,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/12/08,2008,8,12,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/12/08,2008,8,12,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/11/09,2009,8,11,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/11/09,2009,8,11,0,0,8,0,4,9,1
4,G2,Paroxya clavuliger,8/11/09,2009,8,11,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/11/09,2009,8,11,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/11/09,2009,8,11,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/11/09,2009,8,11,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/11/09,2009,8,11,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/26/10,2010,8,26,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/26/10,2010,8,26,0,0,8,0,5,12,1
4,G2,Paroxya clavuliger,8/26/10,2010,8,26,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/26/10,2010,8,26,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/26/10,2010,8,26,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/26/10,2010,8,26,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/26/10,2010,8,26,0,0,8,0,0,0,0
4,G0,Other grasshoppers,7/26/11,2011,7,26,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,7/26/11,2011,7,26,0,0,8,2,10,54,8
4,G2,Paroxya clavuliger,7/26/11,2011,7,26,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,7/26/11,2011,7,26,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,7/26/11,2011,7,26,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,7/26/11,2011,7,26,0,0,8,0,0,0,0
4,G6,Romalea guttatus,7/26/11,2011,7,26,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/13/12,2012,8,13,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/13/12,2012,8,13,0,0,8,0,1,2,0
4,G2,Paroxya clavuliger,8/13/12,2012,8,13,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/13/12,2012,8,13,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/13/12,2012,8,13,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/13/12,2012,8,13,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/13/12,2012,8,13,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/1/13,2013,8,1,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/1/13,2013,8,1,0,0,8,0,1,2,0
4,G2,Paroxya clavuliger,8/1/13,2013,8,1,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/1/13,2013,8,1,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/1/13,2013,8,1,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/1/13,2013,8,1,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/1/13,2013,8,1,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/4/14,2014,8,4,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/4/14,2014,8,4,0,0,8,0,2,2,0
4,G2,Paroxya clavuliger,8/4/14,2014,8,4,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/4/14,2014,8,4,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/4/14,2014,8,4,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/4/14,2014,8,4,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/4/14,2014,8,4,0,0,8,0,0,0,0
4,G0,Other grasshoppers,7/28/15,2015,7,28,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,7/28/15,2015,7,28,0,0,8,1,7,19,2
4,G2,Paroxya clavuliger,7/28/15,2015,7,28,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,7/28/15,2015,7,28,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,7/28/15,2015,7,28,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,7/28/15,2015,7,28,0,0,8,0,0,0,0
4,G6,Romalea guttatus,7/28/15,2015,7,28,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/17/16,2016,8,17,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/17/16,2016,8,17,0,0,8,0,1,1,0
4,G2,Paroxya clavuliger,8/17/16,2016,8,17,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/17/16,2016,8,17,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/17/16,2016,8,17,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/17/16,2016,8,17,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/17/16,2016,8,17,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/1/17,2017,8,1,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/1/17,2017,8,1,0,0,8,0,4,13,2
4,G2,Paroxya clavuliger,8/1/17,2017,8,1,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/1/17,2017,8,1,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/1/17,2017,8,1,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/1/17,2017,8,1,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/1/17,2017,8,1,0,0,8,0,0,0,0
4,G0,Other grasshoppers,7/31/18,2018,7,31,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,7/31/18,2018,7,31,0,0,8,0,7,28,4
4,G2,Paroxya clavuliger,7/31/18,2018,7,31,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,7/31/18,2018,7,31,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,7/31/18,2018,7,31,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,7/31/18,2018,7,31,0,0,8,0,0,0,0
4,G6,Romalea guttatus,7/31/18,2018,7,31,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/7/19,2019,8,7,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/7/19,2019,8,7,0,0,8,0,4,23,4
4,G2,Paroxya clavuliger,8/7/19,2019,8,7,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/7/19,2019,8,7,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/7/19,2019,8,7,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/7/19,2019,8,7,0,0,8,0,0,0,0
4,G6,Romalea guttatus,8/7/19,2019,8,7,0,0,8,0,0,0,0
4,G0,Other grasshoppers,7/30/20,2020,7,30,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,7/30/20,2020,7,30,0,0,8,1,7,28,3
4,G2,Paroxya clavuliger,7/30/20,2020,7,30,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,7/30/20,2020,7,30,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,7/30/20,2020,7,30,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,7/30/20,2020,7,30,0,0,8,0,0,0,0
4,G0,Other grasshoppers,8/2/21,2021,8,2,0,0,8,0,0,0,0
4,G1,Orchelimum spp.,8/2/21,2021,8,2,0,0,8,2,5,26,3
4,G2,Paroxya clavuliger,8/2/21,2021,8,2,0,0,8,0,0,0,0
4,G3,Orphulella pelidna,8/2/21,2021,8,2,0,0,8,0,0,0,0
4,G4,Mermiria intertexta,8/2/21,2021,8,2,0,0,8,0,0,0,0
4,G5,Schistocerca obscura,8/2/21,2021,8,2,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/30/00,2000,8,30,0,0,10,0,0,0,0
5,G1,Orchelimum spp.,8/30/00,2000,8,30,0,0,10,0,0,0,0
5,G2,Paroxya clavuliger,8/30/00,2000,8,30,0,0,10,0,0,0,0
5,G3,Orphulella pelidna,8/30/00,2000,8,30,0,0,10,0,0,0,0
5,G4,Mermiria intertexta,8/30/00,2000,8,30,0,0,10,0,0,0,0
5,G5,Schistocerca obscura,8/30/00,2000,8,30,0,0,10,0,0,0,0
5,G6,Romalea guttatus,8/30/00,2000,8,30,0,0,10,0,0,0,0
5,G0,Other grasshoppers,8/27/01,2001,8,27,0,0,10,0,0,0,0
5,G1,Orchelimum spp.,8/27/01,2001,8,27,0,0,10,0,0,0,0
5,G2,Paroxya clavuliger,8/27/01,2001,8,27,0,0,10,0,0,0,0
5,G3,Orphulella pelidna,8/27/01,2001,8,27,0,0,10,0,0,0,0
5,G4,Mermiria intertexta,8/27/01,2001,8,27,0,0,10,0,0,0,0
5,G5,Schistocerca obscura,8/27/01,2001,8,27,0,0,10,0,0,0,0
5,G6,Romalea guttatus,8/27/01,2001,8,27,0,0,10,0,0,0,0
5,G0,Other grasshoppers,8/21/02,2002,8,21,0,0,10,0,0,0,0
5,G1,Orchelimum spp.,8/21/02,2002,8,21,0,0,10,0,0,0,0
5,G2,Paroxya clavuliger,8/21/02,2002,8,21,0,0,10,0,0,0,0
5,G3,Orphulella pelidna,8/21/02,2002,8,21,0,0,10,0,0,0,0
5,G4,Mermiria intertexta,8/21/02,2002,8,21,0,0,10,0,0,0,0
5,G5,Schistocerca obscura,8/21/02,2002,8,21,0,0,10,0,0,0,0
5,G6,Romalea guttatus,8/21/02,2002,8,21,0,0,10,0,0,0,0
5,G0,Other grasshoppers,8/12/03,2003,8,12,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/12/03,2003,8,12,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/12/03,2003,8,12,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/12/03,2003,8,12,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/12/03,2003,8,12,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/12/03,2003,8,12,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/12/03,2003,8,12,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/16/04,2004,8,16,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/16/04,2004,8,16,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/16/04,2004,8,16,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/16/04,2004,8,16,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/16/04,2004,8,16,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/16/04,2004,8,16,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/16/04,2004,8,16,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/15/05,2005,8,15,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/15/05,2005,8,15,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/15/05,2005,8,15,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/15/05,2005,8,15,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/15/05,2005,8,15,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/15/05,2005,8,15,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/15/05,2005,8,15,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/1/06,2006,8,1,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/1/06,2006,8,1,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/1/06,2006,8,1,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/1/06,2006,8,1,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/1/06,2006,8,1,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,8/1/06,2006,8,1,0,0,8,0,0,0,0
5,G6,Romalea guttatus,8/1/06,2006,8,1,0,0,8,0,0,0,0
5,G0,Other grasshoppers,7/30/07,2007,7,30,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,7/30/07,2007,7,30,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,7/30/07,2007,7,30,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,7/30/07,2007,7,30,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,7/30/07,2007,7,30,0,0,8,0,0,0,0
5,G5,Schistocerca obscura,7/30/07,2007,7,30,0,0,8,0,0,0,0
5,G6,Romalea guttatus,7/30/07,2007,7,30,0,0,8,0,0,0,0
5,G0,Other grasshoppers,8/11/08,2008,8,11,0,0,8,0,0,0,0
5,G1,Orchelimum spp.,8/11/08,2008,8,11,0,0,8,0,0,0,0
5,G2,Paroxya clavuliger,8/11/08,2008,8,11,0,0,8,0,0,0,0
5,G3,Orphulella pelidna,8/11/08,2008,8,11,0,0,8,0,0,0,0
5,G4,Mermiria intertexta,8/11/08,2008,8,11,0,0,8,0,0,0,0
