Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3]
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,1128,Euphausiacea,Furcilia,21,0.0625,12.27148188,27.38055625,2920.7,10.6,233.66,6.397738168
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,883,Polychaeta,Larvae,5,0.03125,12.27148188,13.03836012,1082.1,46.7,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,975,Oweniidae,Larvae,9,0.03125,12.27148188,23.46904821,316.8,16.4,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,1082,Cirripedia,Cyprid,3,0.03125,12.27148188,7.823016071,1007.8,19.2,152.75,1.19492685
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,105,Bivalvia,Larvae,4,0.03125,12.27148188,10.4306881,267.9,15.1,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,123084,Ophiuroidea,Ophiopluteus,33,0.015625,12.27148188,172.1063536,352.8,16.3,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,123082,Echinoidea,Echinopluteus,6,0.015625,12.27148188,31.29206429,388.7,24.7,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,101,Gastropoda,Larvae,7,0.015625,12.27148188,36.50740833,226.5,10.4,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,883,Polychaeta,Trochophore,1,0.0625,12.27148188,1.303836012,1052.1,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,1248,Ctenophora, ,3,0.25,12.27148188,0.977877009,982.7,77.3,1072.34,1.048614206
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,1371,Siphonophorae,Athorybia larvae,1,1,12.27148188,0.081489751,2025.6,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,10194,Actinopterygii,Egg,1,1,12.27148188,0.081489751,2569.2,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,117849,Aglantha digitale, ,1,0.25,12.27148188,0.325959003,895.1,0,12.21,0.00398071
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,117849,Aglantha digitale, ,2,1,12.27148188,0.162979501,12338.2,19.7,26103.06,4.254263079
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,353708,Neocalanus flemingeri,C5,1,1,12.27148188,0.081489751,3795.5,0,4190.28,0.341465134
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T16:05:17-0800,2018-05-03T16:12:47-0800,-149.0477,59.4097,201,GAK04,0,100,0,117988,Hybocodon prolifer, ,1,1,12.27148188,0.081489751,1657,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1100,Calanoida,Nauplius,37,0.00195313,10.89501,1738.773308,324.3,21.4,4.42,7.680281659
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1100,Calanoida,Nauplius,13,0.0078125,10.89501,152.7304702,845,18.3,58.53,8.939042172
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104257,Acartia longiremis,C6 AF,1,0.03125,10.89501,2.937124427,1118,0,95.45,0.280345582
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196770,Calanus marshallae,C1,10,0.03125,10.89501,29.37124427,804.8,5.6,30.79,0.904454025
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196770,Calanus marshallae,C2,5,0.03125,10.89501,14.68562213,1161.7,3.6,96.82,1.42188584
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196770,Calanus marshallae,C3,2,0.03125,10.89501,5.874248853,1481.4,1,206.87,1.215221473
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196770,Calanus marshallae,C4,8,0.03125,10.89501,23.49699541,2210.5,4.3,729.94,17.15147111
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104155,Neocalanus,C2,4,0.03125,10.89501,11.74849771,1211,9.2,113.83,1.337292614
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104470,Neocalanus cristatus,C4,2,1,10.89501,0.183570277,4421.4,1.5,4875.76,0.895044121
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104470,Neocalanus cristatus,C5,4,1,10.89501,0.367140553,6672.9,2.5,16201.36,5.94817739
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,353708,Neocalanus flemingeri,C4,2,0.0625,10.89501,2.937124427,2590.5,6.3,1122.75,3.297651072
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,353708,Neocalanus flemingeri,C5,22,0.0625,10.89501,32.30836869,3493.2,7.6,2959.82,95.6269998
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196772,Neocalanus plumchrus,C3,4,0.03125,10.89501,11.74849771,1939.1,11.1,433.15,5.088889765
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196772,Neocalanus plumchrus,C4,11,0.0625,10.89501,16.15418435,2995.5,4.3,1569.53,25.35445287
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196772,Neocalanus plumchrus,C5,7,0.0625,10.89501,10.27993549,3799.2,5.9,3223.02,33.1324067
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104513,Microcalanus pygmaeus,C3,7,0.015625,10.89501,41.11974197,377.6,6.4,2.93,0.120571943
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104513,Microcalanus pygmaeus,C4,3,0.015625,10.89501,17.62274656,476.5,12.2,6.25,0.11010648
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104513,Microcalanus pygmaeus,C5,1,0.015625,10.89501,5.874248853,433.6,0,4.48,0.026341183
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104513,Microcalanus pygmaeus,C6 AF,1,0.015625,10.89501,5.874248853,516.9,0,7.81,0.045888323
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104165,Pseudocalanus,C1,26,0.015625,10.89501,152.7304702,398.9,5.7,3.48,0.531903242
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104165,Pseudocalanus,C2,10,0.015625,10.89501,58.74248853,512.5,5.5,7.67,0.450762187
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104165,Pseudocalanus,C3,3,0.015625,10.89501,17.62274656,652.3,0.8,16.29,0.28701885
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104165,Pseudocalanus,C4,3,0.015625,10.89501,17.62274656,718.2,14,23.09,0.406885479
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104165,Pseudocalanus,C5,6,0.015625,10.89501,35.24549312,965.8,6.5,56.93,2.006457678
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104165,Pseudocalanus,C6 AM,22,0.03125,10.89501,64.61673739,942,5.9,52.57,3.396824074
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,355067,Pseudocalanus mimus,C6 AF,32,0.03125,10.89501,93.98798165,1263.4,3.7,131.98,12.40435198
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,157679,Pseudocalanus newmani,C6 AF,12,0.015625,10.89501,70.49098624,1164.4,8.5,103.75,7.313699021
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196775,Eucalanus bungii,C1,26,0.015625,10.89501,152.7304702,1323.2,4.7,50.63,7.733397569
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196775,Eucalanus bungii,C2,18,0.015625,10.89501,105.7364794,1999.8,3.6,182.62,19.30996428
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196775,Eucalanus bungii,C3,10,0.015625,10.89501,58.74248853,2757.3,9.5,506.5,29.75297561
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196784,Metridia pacifica,C1,10,0.015625,10.89501,58.74248853,436.5,11.2,7.14,0.419189559
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196784,Metridia pacifica,C2,7,0.015625,10.89501,41.11974197,564.1,4.5,15.21,0.62544154
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196784,Metridia pacifica,C3,12,0.015625,10.89501,70.49098624,773.2,6,40.32,2.842009747
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196784,Metridia pacifica,C4,40,0.015625,10.89501,234.9699541,1041.8,6.9,101.32,23.80669472
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196784,Metridia pacifica,C5,19,0.015625,10.89501,111.6107282,1383.4,10.3,246.69,27.53348243
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,196784,Metridia pacifica,C6 AF,6,0.015625,10.89501,35.24549312,2266.9,2.3,1092.71,38.51318101
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,106656,Oithona similis,C1-5,50,0.00390625,10.89501,1174.849771,421.1,13.8,0.01,10.47945854
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,106656,Oithona similis,C6 AF,16,0.00390625,10.89501,375.9519266,470.1,7.8,13.83,5.198379071
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,106656,Oithona similis,C6 AM,1,0.00390625,10.89501,23.49699541,479.5,0,14.44,0.339336693
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,157737,Oithona spinirostris,C1-5,2,0.015625,10.89501,11.74849771,599.4,22.8,0.02,0.279537577
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,157737,Oithona spinirostris,C6 AF,1,0.015625,10.89501,5.874248853,711.4,0,50.41,0.29611741
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,128956,Triconia borealis,C1-5,1,0.015625,10.89501,5.874248853,444.7,21.4,0.01,0.058048481
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,128956,Triconia borealis,C6 AF,8,0.015625,10.89501,46.99399083,492.4,4.7,15.81,0.743202197
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,128956,Triconia borealis,C6 AM,2,0.015625,10.89501,11.74849771,263.5,17.7,2.28,0.026826373
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104811,Scolecithricella minor,C2,1,0.03125,10.89501,2.937124427,390.3,0,11.8,0.034662153
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104811,Scolecithricella minor,C5,2,0.03125,10.89501,5.874248853,991.2,6.1,722.34,4.24321852
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,104597,Lucicutia flavicornis,C6 AM,1,0.03125,10.89501,2.937124427,975.4,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,105440,Parasagitta elegans, ,1,1,10.89501,0.091785138,16579.8,0,7341.71,0.673860178
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,140223,Limacina helicina, ,13,0.03125,10.89501,38.18261755,429.5,16.7,23.76,0.90725692
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,140223,Limacina helicina, ,17,0.5,10.89501,3.120694703,2120.9,21.3,2459.56,7.67554984
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,103367,Oikopleura, ,3,0.015625,10.89501,17.62274656,462,27.4,30.07,0.529891799
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,103413,Oikopleura labradoriensis, ,45,0.015625,10.89501,264.3411984,525.7,51.6,60.25,15.92756513
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,103375,Fritillaria borealis, ,15,0.03125,10.89501,44.0568664,622.7,35.4,3.32,0.146077906
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,103386,Fritillaria pellucida, ,1,0.03125,10.89501,2.937124427,415.2,0,0.62,0.001830894
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,254453,Themisto pacifica, ,1,1,10.89501,0.091785138,2755.2,0,830.47,0.076224375
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,106777,Hippolytidae,Zoea,3,1,10.89501,0.275355415,4686.6,46.8,1928.48,0.531016946
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1128,Euphausiacea,Nauplius,14,0.015625,10.89501,82.23948395,480.2,12.5,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1128,Euphausiacea,Calyptopis,36,0.015625,10.89501,211.4729587,1564,39.2,68.99,14.59040868
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1128,Euphausiacea,Furcilia,30,0.0625,10.89501,44.0568664,3868,12.6,440.46,19.40520003
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,883,Polychaeta,Larvae,17,0.015625,10.89501,99.86223051,691.8,72.8,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1082,Cirripedia,Cyprid,2,0.015625,10.89501,11.74849771,923.7,10.2,114.65,1.346969762
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,105,Bivalvia,Larvae,4,0.015625,10.89501,23.49699541,279.1,15.5,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,123084,Ophiuroidea,Ophiopluteus,29,0.015625,10.89501,170.3532167,353,15.6,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,123082,Echinoidea,Echinopluteus,4,0.015625,10.89501,23.49699541,429.7,44.2,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,101,Gastropoda,Larvae,10,0.015625,10.89501,58.74248853,285.8,34.2,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1371,Siphonophorae,Bract,1,0.0625,10.89501,1.468562213,2359.5,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,10194,Actinopterygii,Egg,1,1,10.89501,0.091785138,6412.7,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,117849,Aglantha digitale, ,2,0.0625,10.89501,2.937124427,1866.7,5.8,103.6,0.304288887
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,117849,Aglantha digitale, ,6,1,10.89501,0.55071083,9325.7,19.6,11976.69,6.595691917
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T09:27:32-0800,2018-05-03T09:35:02-0800,-148.9084,59.2618,167,GAK05,0,100,0,1603,Tubulariidae, ,1,1,10.89501,0.091785138,1849.3,0,0,0
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,1100,Calanoida,Nauplius,66,0.00390625,9.376890282,1801.876687,312.3,25.9,4.2,7.564722309
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,1100,Calanoida,Nauplius,20,0.00390625,9.376890282,546.0232386,586.3,28,23.82,13.00419611
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104108,Acartia,C1,2,0.015625,9.376890282,13.65058097,405.5,4.9,5.03,0.068626921
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104108,Acartia,C5,1,0.015625,9.376890282,6.825290483,714,0,25.94,0.177033732
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104257,Acartia longiremis,C6 AF,6,0.0625,9.376890282,10.23793572,1066.3,6.4,83.96,0.85952627
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104257,Acartia longiremis,C6 AM,3,0.0625,9.376890282,5.118967862,839.8,2.7,41.61,0.212998225
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,196770,Calanus marshallae,C1,17,0.125,9.376890282,14.50374228,794.6,5.8,29.62,0.429552396
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,196770,Calanus marshallae,C2,9,0.125,9.376890282,7.678451793,1085.7,6.7,79.08,0.607192289
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,196770,Calanus marshallae,C3,12,0.125,9.376890282,10.23793572,1646.6,4.5,289.98,2.968785596
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,196770,Calanus marshallae,C4,8,0.125,9.376890282,6.825290483,2189.5,6.5,713.45,4.869474834
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,196770,Calanus marshallae,C5,4,0.125,9.376890282,3.412645241,2958.9,2.2,1814.8,6.19325542
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,196770,Calanus marshallae,C6 AF,1,0.125,9.376890282,0.85316131,3226.9,0,2379.45,2.03005193
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104155,Neocalanus,C1,5,0.125,9.376890282,4.265806552,786.8,6.2,32.09,0.136886796
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104155,Neocalanus,C2,2,0.125,9.376890282,1.706322621,1246.1,3.4,121.72,0.207689094
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104470,Neocalanus cristatus,C3,1,0.25,9.376890282,0.426580655,2797.4,0,1283.51,0.547519551
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104470,Neocalanus cristatus,C4,3,0.25,9.376890282,1.279741965,4442.8,3.9,4957.63,6.344492218
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,104470,Neocalanus cristatus,C5,19,0.25,9.376890282,8.105032448,6368.6,2.6,14147.57,114.6665377
SKQ201810S,QuadNet,0.25,Vertical,150,2018-05-03T07:37:02-0800,2018-05-03T07:44:17-0800,-148.7699,59.1165,151,GAK06,0,100,0,353708,Neocalanus flemingeri,C5,7,0.125,9.376890282,5.972129172,3707.2,3.9,3529.11,21.07630809
